QUANTITYORDERED,PRICEEACH,MSRP,PRODUCTLINE,COUNTRY,DEALSIZE,RevenuePerUnit
0.41758241758241765,0.7136214442013129,0.287292817679558,0,14,1,8330.227881384944
0.4835164835164836,0.6838074398249452,0.281767955801105,2,10,1,7949.926490156679
0.27472527472527475,1.0,0.8895027624309392,0,15,1,25028.129376090707
0.17582417582417587,1.0,0.569060773480663,6,17,1,20508.072353384894
0.23076923076923078,0.45377461706783373,0.11602209944751385,5,18,2,7026.715508994609
0.39560439560439564,0.8789660831509847,0.37016574585635353,3,17,1,9676.847057477158
0.40659340659340665,0.5592177242888402,0.16022099447513816,1,12,2,7166.959136950955
0.16483516483516486,0.9734682713347922,0.2928176795580111,3,3,2,12492.086146773761
0.46153846153846156,0.8829321663019694,0.3812154696132597,6,18,1,9509.553959664207
0.21978021978021983,1.0,0.5193370165745856,6,18,1,14588.092241802995
0.3296703296703297,0.6312910284463896,0.1712707182320442,5,6,2,7975.726069642553
0.2637362637362638,0.6312910284463896,0.1712707182320442,5,18,2,8307.9849889025
0.29670329670329676,1.0,0.0,6,0,0,28123.815456590157
0.43956043956043966,1.0,0.5469613259668508,0,6,1,11741.462881719437
0.41758241758241765,0.12568380743982493,0.16022099447513816,4,14,2,3800.547934246837
0.3626373626373627,1.0,0.419889502762431,2,0,1,12826.59266062663
0.27472527472527475,1.0,0.5193370165745856,6,13,1,13914.922296828394
0.43956043956043966,1.0,0.37569060773480667,0,6,0,21745.77528361229
0.4505494505494506,0.9247811816192559,0.3149171270718232,0,6,1,9857.744620790123
0.3406593406593407,0.8022428884026258,0.27624309392265195,6,18,1,9290.475021539689
0.23076923076923078,0.9841356673960613,0.281767955801105,2,18,2,11563.778902914206
0.2417582417582418,1.0,0.6464088397790055,1,18,1,18664.48615080012
0.41758241758241765,1.0,0.5469613259668508,0,6,1,16411.792243922577
0.4505494505494506,1.0,0.3646408839779005,1,18,1,11775.049870844327
0.3296703296703297,0.5054704595185996,0.2541436464088398,0,0,2,6971.1165427982
0.4835164835164836,0.7523249452954048,0.19337016574585636,2,18,1,8467.99532100586
0.18681318681318687,1.0,0.23756906077348067,1,6,2,13078.0875847234
0.28571428571428575,0.3614606126914661,0.13812154696132595,4,14,2,5970.511032113875
0.46153846153846156,1.0,0.37016574585635353,4,18,1,12584.76733004118
0.21978021978021983,0.6627461706783371,0.18232044198895025,3,18,2,8912.31648959972
0.40659340659340665,0.6389496717724288,0.2596685082872928,2,6,1,7783.505865126019
0.23076923076923078,0.9792122538293218,0.419889502762431,2,10,2,11521.660728035118
0.2527472527472528,0.7962253829321662,0.45856353591160215,5,0,2,9763.913688632318
0.15384615384615385,0.885530634573304,0.2430939226519337,0,7,2,11911.125776824505
0.16483516483516486,0.7430251641137855,0.2596685082872928,0,18,2,10345.526371400134
0.3076923076923077,1.0,0.3646408839779005,6,9,1,11291.62802208928
0.19780219780219782,0.25314551422319476,0.3149171270718232,3,0,2,5507.041588453027
0.3406593406593407,0.6274617067833699,0.22099447513812154,0,4,2,7902.442863773997
0.18681318681318687,1.0,0.4696132596685083,2,6,2,15045.402275525246
0.43956043956043966,1.0,0.4530386740331491,5,6,1,12951.189360442047
0.3186813186813187,0.08684354485776802,0.04419889502762431,6,9,2,3649.4561722373533
0.3406593406593407,0.48659737417943105,0.23756906077348067,1,18,2,6783.762799221054
0.41758241758241765,1.0,0.6464088397790055,1,18,1,14251.791338681096
0.16483516483516486,0.9495350109409191,0.2154696132596685,3,4,2,12269.149671586587
0.43956043956043966,0.3676148796498906,0.06077348066298344,6,7,2,5625.856011775731
0.15384615384615385,0.647292122538293,0.2541436464088398,0,4,2,9646.672966257192
0.28571428571428575,1.0,0.9613259668508286,0,18,1,12461.803836865707
0.2527472527472528,1.0,0.7458563535911602,6,6,1,22072.64060421957
0.19780219780219782,1.0,0.2099447513812155,0,14,1,22930.840718608113
0.19780219780219782,0.47374179431072216,0.569060773480663,6,14,2,7464.049317506725
0.46153846153846156,1.0,0.0,6,6,0,21059.543709886286
0.3736263736263737,0.7815919037199124,0.3204419889502762,2,14,1,8995.912168233142
0.3406593406593407,1.0,0.4696132596685083,1,18,1,15243.373500971418
0.40659340659340665,1.0,0.7458563535911602,6,11,0,20344.98448821934
0.3516483516483517,1.0,0.4696132596685083,0,4,1,11375.415886610725
0.27472527472527475,1.0,0.6850828729281768,2,10,1,20818.22221671131
0.3626373626373627,1.0,0.569060773480663,5,6,1,17636.96819269529
0.16483516483516486,0.325082056892779,0.419889502762431,2,10,2,6452.418553274434
0.2527472527472528,0.4191739606126915,0.4861878453038674,5,0,2,6600.681016533692
0.17582417582417587,1.0,0.3812154696132597,1,18,1,19479.6033475596
0.15384615384615385,0.6061269146608316,0.16022099447513816,6,0,2,9255.398399104057
0.19780219780219782,1.0,0.34806629834254144,5,1,2,13320.513240719496
0.2417582417582418,1.0,0.2928176795580111,3,14,2,12095.550593134556
0.3406593406593407,0.004649890590809613,0.0,6,18,2,2956.3564424399146
0.3076923076923077,1.0,0.45856353591160215,5,13,1,15082.759810306165
0.4505494505494506,1.0,0.4696132596685083,1,18,1,14392.307146353578
0.18681318681318687,0.7356400437636761,0.37016574585635353,4,2,2,9931.368967896422
0.3626373626373627,0.7528719912472648,0.37569060773480667,0,1,1,8810.956122119056
0.16483516483516486,0.18285010940919033,0.09392265193370164,0,6,2,5127.538929304955
0.27472527472527475,0.11501641137855578,0.04419889502762431,6,18,2,3981.978655976922
0.28571428571428575,0.62664113785558,0.3149171270718232,0,18,2,8142.11502597409
0.5384615384615385,0.5274890590809629,0.2430939226519337,0,0,1,6685.125847662829
0.17582417582417587,0.5076586433260394,0.16022099447513816,4,9,2,8007.544570902528
0.20879120879120883,0.7680525164113787,0.287292817679558,0,14,2,9942.471176380497
0.20879120879120883,0.8358862144420132,0.718232044198895,0,18,2,10536.337470152743
0.15384615384615385,0.324671772428884,0.06077348066298344,6,0,2,6580.172288801227
0.41758241758241765,0.4305251641137855,0.09392265193370164,6,0,2,6149.1537965801335
0.3406593406593407,0.9410557986870898,0.2596685082872928,0,16,1,10392.863628841862
0.3296703296703297,0.22415207877461707,0.09392265193370164,0,18,2,4724.94067679947
0.21978021978021983,1.0,0.3812154696132597,1,18,2,11830.644705665889
0.23076923076923078,1.0,0.6519337016574586,0,18,1,18558.9057807495
0.39560439560439564,1.0,0.7513812154696132,0,18,1,16180.452660779962
0.09890109890109892,0.13744529540481398,0.04419889502762431,6,10,2,5600.483728867413
0.4835164835164836,0.5190098468271335,0.19337016574585636,2,9,1,6703.872715359749
0.2527472527472528,0.6155634573304157,0.2928176795580111,3,9,2,8248.269742371062
0.21978021978021983,0.4697757111597374,0.15469613259668508,0,15,2,7243.17943533569
0.4285714285714286,0.5964168490153172,0.14917127071823205,5,6,1,7401.277303529584
0.3406593406593407,1.0,0.7569060773480663,6,18,1,13807.553068603469
0.3076923076923077,1.0,0.2928176795580111,3,18,1,11483.89177351736
0.21978021978021983,1.0,0.5911602209944752,0,18,1,18439.76499069292
0.19780219780219782,1.0,0.3646408839779005,2,0,2,13066.939393619543
0.2527472527472528,0.18285010940919033,0.45856353591160215,5,18,2,4618.067285163934
0.28571428571428575,0.37705142231947486,0.11049723756906077,6,18,2,6098.186563470278
0.3626373626373627,1.0,0.4696132596685083,1,0,1,14581.68608077777
0.17582417582417587,0.651394967177243,0.3149171270718232,0,18,2,9322.533530905428
0.3296703296703297,1.0,0.6022099447513812,0,5,1,13202.9715098642
0.17582417582417587,0.6226750547045952,0.11049723756906077,6,6,2,9059.785974672688
0.43956043956043966,1.0,0.4640883977900553,0,17,1,13518.379456867353
0.3296703296703297,0.4690919037199125,0.14917127071823205,1,14,2,6680.653353514942
0.3626373626373627,1.0,0.4861878453038674,5,18,1,13485.828118073106
0.41758241758241765,0.3517505470459519,0.13259668508287292,0,14,2,5542.2462251561865
0.4505494505494506,0.7679157549234137,0.23756906077348067,1,18,1,8661.254347769353
0.2527472527472528,1.0,0.37016574585635353,4,14,1,12148.0984882772
0.20879120879120883,0.8654266958424508,0.43646408839779005,1,6,2,10794.956662601946
0.46153846153846156,1.0,0.6022099447513812,0,4,1,13314.831511983904
0.3516483516483517,1.0,0.26519337016574585,1,1,1,13315.082602338494
0.43956043956043966,0.25164113785557984,0.09392265193370164,6,18,2,4738.4442003944405
0.3736263736263737,1.0,0.7513812154696132,0,14,1,14865.790356787506
0.20879120879120883,0.8267231947483589,0.3812154696132597,6,18,2,10456.117628050444
0.3626373626373627,0.15467724288840257,0.011049723756906105,0,18,2,4107.047654140446
0.15384615384615385,0.8640590809628008,0.39226519337016574,6,0,2,11707.039042462238
0.43956043956043966,0.4815371991247265,0.13812154696132595,4,18,2,6497.570680267022
0.3186813186813187,0.36706783369803064,0.16022099447513816,6,18,2,5899.752800860386
0.28571428571428575,1.0,0.45856353591160215,5,18,1,14634.527791527293
0.3076923076923077,0.624589715536105,0.22651933701657456,2,3,2,8016.514463279942
0.15384615384615385,1.0,0.6353591160220994,0,18,2,15667.881587696796
0.27472527472527475,0.8287746170678338,0.2928176795580111,3,14,2,9870.883899826045
0.2637362637362638,1.0,0.8895027624309392,0,0,1,19033.06582958729
0.23076923076923078,1.0,0.4696132596685083,1,18,1,15863.34258848783
0.43956043956043966,0.6433260393873086,0.2430939226519337,0,5,1,7735.55201619163
0.4505494505494506,1.0,0.5027624309392266,0,0,1,12980.928472075375
0.27472527472527475,1.0,0.1712707182320442,5,14,1,11429.147579028122
0.38461538461538464,1.0,0.9999999999999999,0,18,1,11738.486799343216
0.38461538461538464,1.0,0.4861878453038674,5,18,1,12261.879191141028
0.39560439560439564,1.0,0.37569060773480667,0,6,1,12027.317642804028
0.39560439560439564,0.6721827133479212,0.281767955801105,2,18,1,8071.64763335149
0.28571428571428575,1.0,0.9999999999999999,0,18,1,19920.742774002905
0.2527472527472528,1.0,0.4917127071823204,5,3,1,13518.029504050055
0.21978021978021983,0.8178336980306347,0.35359116022099446,6,18,2,10253.777453125878
0.2417582417582418,1.0,0.6243093922651933,0,6,1,15491.199227668309
0.3186813186813187,0.7718818380743981,0.2154696132596685,2,18,2,9150.54734489366
0.17582417582417587,0.8873085339168492,0.13259668508287292,0,14,2,11480.8170285315
0.16483516483516486,1.0,0.6022099447513812,0,11,1,19934.342649879236
0.18681318681318687,0.6363512035010941,0.2099447513812155,0,13,2,9037.582694102843
0.41758241758241765,0.5414387308533917,0.13259668508287292,0,18,2,7003.671227873226
0.29670329670329676,0.649206783369803,0.30386740331491713,6,18,2,8269.093523144218
0.6593406593406594,1.0,0.3425414364640884,1,14,0,11399.215111904135
0.2417582417582418,0.4194474835886214,0.19337016574585636,2,6,2,6665.060672490365
0.29670329670329676,0.8734956236323852,0.3646408839779005,2,14,2,10093.076492607099
0.2637362637362638,1.0,0.6519337016574586,0,8,1,17871.72236386037
0.21978021978021983,1.0,0.19337016574585636,2,0,1,16884.19076931999
0.28571428571428575,0.6575492341356672,0.22099447513812154,0,14,2,8395.22616708415
0.27472527472527475,0.9258752735229758,0.5911602209944752,0,5,2,10672.018738517916
0.29670329670329676,1.0,0.2541436464088398,0,18,1,12158.403550102568
0.43956043956043966,0.650574398249453,0.2154696132596685,3,6,1,7791.01525440296
0.23076923076923078,1.0,0.4530386740331491,5,18,2,12323.076000039997
0.23076923076923078,0.1275984682713348,0.09392265193370164,0,6,2,4236.386423254991
0.41758241758241765,0.9302516411378556,0.3646408839779005,1,13,1,9999.2237028008
0.4725274725274726,1.0,0.4530386740331491,5,18,1,10922.24490132883
0.29670329670329676,1.0,0.569060773480663,6,18,1,17773.824289625787
0.17582417582417587,1.0,0.18232044198895025,3,10,2,16017.591499483462
0.2417582417582418,1.0,0.4640883977900553,0,11,2,11832.654194758306
0.2417582417582418,1.0,0.7513812154696132,0,6,1,15689.240126885657
0.16483516483516486,1.0,0.6464088397790055,1,18,1,18420.922464037176
0.46153846153846156,0.9452954048140043,0.2596685082872928,2,18,1,9983.78368468683
0.2527472527472528,1.0,0.7569060773480663,6,18,1,20480.12448203136
0.2417582417582418,1.0,0.4861878453038674,5,18,1,14723.356442983491
0.2637362637362638,1.0,0.3646408839779005,6,0,1,11736.279999383354
0.4285714285714286,0.6667122538293215,0.1712707182320442,5,11,1,7940.964710823413
0.3186813186813187,1.0,0.43646408839779005,1,14,1,11139.462520314017
0.41758241758241765,0.7673687089715535,0.2541436464088398,0,14,1,8744.315859804408
0.27472527472527475,0.5318654266958424,0.2154696132596685,3,4,2,7421.216667713294
0.2527472527472528,1.0,0.11602209944751385,3,5,1,15740.43853047553
0.38461538461538464,0.6887308533916847,0.04419889502762431,6,17,1,8233.569927181892
0.3076923076923077,0.3190645514223195,0.15469613259668508,0,0,2,5548.024689197601
0.43956043956043966,1.0,0.3646408839779005,6,11,1,10901.142499008143
0.40659340659340665,0.9320295404814005,0.04419889502762431,6,14,1,10049.817423409315
0.17582417582417587,0.9796225382932167,0.4088397790055248,0,18,2,12325.362744993874
0.2417582417582418,1.0,0.7513812154696132,0,14,1,18239.45100452663
0.40659340659340665,1.0,0.718232044198895,0,5,0,17488.564740705024
0.40659340659340665,0.9708698030634575,0.30386740331491713,6,18,1,10350.159225813633
0.46153846153846156,1.0,0.7513812154696132,0,7,0,19371.660280693915
0.20879120879120883,0.5451312910284463,0.2596685082872928,0,0,2,7990.8541222499325
0.3186813186813187,1.0,0.19337016574585636,6,18,1,12297.008955925863
0.2527472527472528,0.5846553610503281,0.16022099447513816,1,12,2,7988.969566856266
0.3516483516483517,0.8532549234135667,0.32596685082872934,6,17,1,9646.465053650036
0.3626373626373627,1.0,0.7513812154696132,0,5,0,20031.939422276533
0.28571428571428575,1.0,0.09392265193370164,0,14,1,13896.473623423177
0.46153846153846156,0.9305251641137855,0.4530386740331491,5,13,1,9871.466118234104
0.16483516483516486,1.0,0.5027624309392266,0,6,2,15218.280757634033
0.15384615384615385,0.4867341356673961,0.22099447513812154,0,18,2,8120.572162809417
0.3076923076923077,0.3066192560175054,0.09392265193370164,6,6,2,5447.472957128893
0.3186813186813187,0.2984135667396062,0.11602209944751385,5,14,2,5348.435618054743
0.38461538461538464,1.0,0.6353591160220994,0,6,1,14750.924475963624
0.21978021978021983,1.0,0.3149171270718232,3,18,2,11886.243175935491
0.4505494505494506,0.24179431072210067,0.022099447513812154,0,6,2,4648.265611665692
0.20879120879120883,1.0,0.7458563535911602,6,18,1,18588.254457286515
0.2527472527472528,0.6628829321663019,0.2154696132596685,3,14,2,8645.251427008756
0.46153846153846156,0.4723741794310722,0.19337016574585636,2,14,2,6387.541603265262
0.41758241758241765,1.0,0.6353591160220994,0,6,1,13326.678755850844
0.29670329670329676,1.0,0.569060773480663,0,17,1,13915.655435316807
0.4725274725274726,1.0,0.6243093922651933,0,4,1,13870.307395820224
0.38461538461538464,0.8239879649890589,0.37569060773480667,6,18,1,9287.816516770563
0.3406593406593407,0.7065098468271336,0.2430939226519337,0,18,2,8530.207016503708
0.38461538461538464,1.0,0.4530386740331491,0,17,1,12767.15005409859
0.3736263736263737,1.0,0.7513812154696132,0,17,1,18128.855962972753
0.2637362637362638,0.5972374179431071,0.22099447513812154,0,18,2,8024.758227917189
0.3736263736263737,0.7278446389496718,0.22099447513812154,0,18,1,8575.182252475006
0.41758241758241765,1.0,0.3812154696132597,6,18,0,22127.89220047625
0.23076923076923078,0.6310175054704594,0.19337016574585636,2,18,2,8542.969804641798
0.3626373626373627,0.8547592997811815,0.2541436464088398,0,12,1,9612.147665018932
0.17582417582417587,0.8927789934354484,0.2596685082872928,0,6,2,11530.86418209964
0.2527472527472528,0.6144693654266958,0.281767955801105,2,0,2,8239.0909750962
0.38461538461538464,0.5056072210065645,0.11602209944751385,5,5,2,6806.233037941012
0.15384615384615385,1.0,0.4640883977900553,0,14,2,14655.24740891842
0.4725274725274726,0.926422319474836,0.2928176795580111,3,18,1,9811.666311247829
0.40659340659340665,0.5945021881838074,0.17679558011049723,6,18,1,7439.804858853471
0.16483516483516486,1.0,0.37016574585635353,4,6,2,13530.333159788303
0.4725274725274726,0.5976477024070022,0.16022099447513816,6,18,1,7318.8269736617185
0.23076923076923078,0.6394967177242887,0.17679558011049723,6,6,2,8615.506661378005
0.3186813186813187,0.25164113785557984,0.09392265193370164,0,18,2,4972.837059250898
0.3516483516483517,1.0,0.569060773480663,5,6,1,14030.43600947598
0.3076923076923077,0.612554704595186,0.17679558011049723,6,6,2,7919.277623477237
0.23076923076923078,1.0,0.5469613259668508,0,18,2,12354.664631199314
0.3076923076923077,1.0,0.5966850828729282,0,6,1,16265.071385179981
0.20879120879120883,1.0,0.5193370165745856,5,18,2,13311.704544677068
0.17582417582417587,1.0,0.7513812154696132,0,18,1,23729.85786433396
0.17582417582417587,1.0,0.8839779005524863,1,18,1,23503.394494438122
0.41758241758241765,0.4511761487964989,0.09392265193370164,6,18,2,6308.2563022832865
0.20879120879120883,0.8940098468271336,0.27624309392265195,6,17,2,11045.194677518075
0.17582417582417587,1.0,0.2430939226519337,0,5,1,20966.003808533384
0.3076923076923077,1.0,0.6519337016574586,0,14,1,19364.49565389125
0.3516483516483517,0.7592997811816193,0.2596685082872928,2,18,1,8904.09678974754
0.4505494505494506,1.0,0.6519337016574586,0,18,0,18281.16132056581
0.17582417582417587,0.8379376367614881,0.37016574585635353,3,3,2,11029.141467579027
0.29670329670329676,1.0,0.4917127071823204,3,18,1,11344.284322269135
0.20879120879120883,1.0,0.39226519337016574,6,11,2,12162.285911569496
0.4835164835164836,1.0,0.4530386740331491,0,5,1,10717.096532776253
0.3296703296703297,0.9147975929978118,0.5966850828729282,0,18,1,10239.37340567336
0.6373626373626374,0.18285010940919033,0.09392265193370164,0,18,2,4041.5917612327116
0.3186813186813187,0.738375273522976,0.3149171270718232,0,13,2,8881.478201890905
0.20879120879120883,0.9626641137855578,0.13259668508287292,0,18,2,11646.244837747243
0.2637362637362638,0.860503282275711,0.3812154696132597,1,18,2,10214.362705414083
0.3406593406593407,0.8819748358862145,0.3646408839779005,3,6,1,9923.669660019656
0.43956043956043966,1.0,0.718232044198895,0,18,0,16791.75698752853
0.46153846153846156,0.8771881838074398,0.4088397790055248,0,18,1,9465.874906043702
0.3736263736263737,0.9446115973741795,0.3149171270718232,3,18,1,10272.019190074616
0.29670329670329676,0.8455962800875272,0.3149171270718232,3,18,2,9866.190806161716
0.3076923076923077,0.3447757111597375,0.14917127071823205,1,18,2,5755.757937867019
0.28571428571428575,0.5054704595185996,0.2541436464088398,0,6,2,7149.829755958541
0.3626373626373627,0.4231400437636762,0.2154696132596685,3,18,2,6218.106712814888
0.3186813186813187,0.4462527352297593,0.11602209944751385,3,17,2,6535.634571466894
0.3076923076923077,0.3967450765864332,0.17679558011049723,6,5,2,6175.644291560524
0.20879120879120883,1.0,0.6519337016574586,0,5,1,20982.876609593957
0.21978021978021983,0.34655361050328226,0.16022099447513816,1,18,2,6177.344930805647
0.21978021978021983,0.3992067833698031,0.13259668508287292,0,8,2,6632.779208546009
0.17582417582417587,0.3342450765864332,0.09392265193370164,0,11,2,6421.049802792464
0.3186813186813187,1.0,0.22651933701657456,2,0,1,13421.608149537376
0.43956043956043966,0.9280634573304156,0.3425414364640884,1,18,1,9914.315449323525
0.29670329670329676,0.6538566739606126,0.2430939226519337,0,9,2,8306.907804218448
0.19780219780219782,1.0,0.6022099447513812,0,7,1,17431.078762129244
0.28571428571428575,0.5283096280087528,0.23756906077348067,1,8,2,7336.863209787657
0.4285714285714286,0.8327407002188183,0.2983425414364641,6,6,1,9215.634968517401
0.17582417582417587,1.0,0.7513812154696132,0,18,1,21823.061313387792
0.46153846153846156,0.5599015317286651,0.19337016574585636,2,12,1,7053.127182244384
0.20879120879120883,1.0,0.6353591160220994,0,14,1,20131.588434448662
0.20879120879120883,1.0,0.43646408839779005,1,18,2,13628.991979857803
0.3076923076923077,1.0,0.2596685082872928,2,1,1,11843.005102334173
0.3076923076923077,0.4576039387308535,0.13812154696132595,4,17,2,6667.353311017391
0.3736263736263737,0.3066192560175054,0.09392265193370164,6,18,2,5277.858739663144
0.3406593406593407,1.0,0.5469613259668508,0,6,1,12759.469318803865
0.21978021978021983,0.5043763676148796,0.2154696132596685,2,9,2,7542.464817850786
0.2417582417582418,0.2727024070021882,0.13259668508287292,0,13,2,5422.382983249328
0.43956043956043966,0.5350109409190372,0.17679558011049723,6,5,1,6906.742871599669
0.4835164835164836,0.5596280087527352,0.14917127071823205,6,18,1,7010.9913635877065
0.4505494505494506,1.0,0.7513812154696132,0,13,0,19430.7099525352
0.28571428571428575,1.0,0.6353591160220994,0,7,1,14831.640892568757
0.46153846153846156,0.438183807439825,0.19337016574585636,2,9,2,6127.547236476542
0.3076923076923077,1.0,0.39779005524861877,6,15,1,11698.25480671878
0.38461538461538464,1.0,0.569060773480663,5,18,1,16025.827328489457
0.40659340659340665,0.6222647702407001,0.2430939226519337,0,6,1,7654.485795079093
0.3516483516483517,1.0,0.39226519337016574,6,18,1,12674.290199872441
0.2527472527472528,0.15754923413566735,0.05524861878453041,6,18,2,4405.808291932796
0.17582417582417587,1.0,0.4640883977900553,0,17,2,13665.375281780845
0.18681318681318687,1.0,0.9999999999999999,0,3,1,22161.221369914892
0.2527472527472528,1.0,0.4696132596685083,0,9,2,11535.415772680295
0.41758241758241765,0.7339989059080962,0.26519337016574585,1,5,1,8487.223069131764
0.19780219780219782,0.31195295404814005,0.11602209944751385,3,17,2,6028.748546601254
0.38461538461538464,0.75,0.2928176795580111,3,6,1,8711.12551073672
0.4835164835164836,0.586980306345733,0.15469613259668508,0,18,1,7217.805268118317
0.4835164835164836,0.7099288840262583,0.2154696132596685,3,14,1,8147.433768983413
0.19780219780219782,0.6582330415754925,0.2541436464088398,0,18,2,9100.753239697326
0.3736263736263737,1.0,0.7458563535911602,6,14,0,20052.651531973697
0.3296703296703297,0.8304157549234135,0.23756906077348067,1,18,1,9565.62984256144
0.3076923076923077,0.9641684901531729,0.419889502762431,2,14,1,10760.140295440397
0.3626373626373627,0.1849015317286652,0.022099447513812154,0,0,2,4344.716554785912
0.23076923076923078,0.5170951859956237,0.6022099447513812,0,6,2,7568.402035911777
0.4505494505494506,0.7567013129102844,0.3204419889502762,2,0,1,8575.716246297947
0.46153846153846156,1.0,0.6077348066298343,0,5,1,14637.68285020491
0.20879120879120883,0.6537199124726478,0.19337016574585636,2,17,2,8941.519116715986
0.19780219780219782,1.0,0.6077348066298343,0,18,1,19167.270987966716
0.3516483516483517,0.2029540481400437,0.011049723756906105,0,18,2,4508.239296944992
0.38461538461538464,0.24480306345733038,0.09392265193370164,6,6,2,4773.423890978835
0.43956043956043966,0.6323851203501094,0.2928176795580111,3,15,1,7651.8339207783
0.6593406593406594,0.548550328227571,0.2099447513812155,0,18,1,6705.597298440974
0.29670329670329676,1.0,0.9613259668508286,0,9,0,25190.984303862344
0.3076923076923077,0.6838074398249452,0.281767955801105,2,6,2,8494.963913672806
0.41758241758241765,1.0,0.8895027624309392,0,9,0,21936.126266449934
0.15384615384615385,1.0,0.8839779005524863,1,18,1,27187.732797368168
0.4725274725274726,0.8250820568927788,0.27624309392265195,6,14,1,9043.28280494529
0.3626373626373627,0.7914387308533917,0.287292817679558,0,18,1,9114.22594104223
0.3186813186813187,0.28364332603938724,0.11602209944751385,5,18,2,5229.825546853529
0.2417582417582418,0.8983862144420129,0.2541436464088398,0,6,2,10720.845637748618
0.18681318681318687,1.0,0.718232044198895,0,18,1,17335.267935657557
0.46153846153846156,1.0,0.43646408839779005,1,6,1,11603.028601046975
0.3626373626373627,1.0,0.569060773480663,0,5,1,11157.533231659369
0.29670329670329676,1.0,0.7734806629834254,0,18,1,20589.87604491848
0.46153846153846156,1.0,0.3425414364640884,1,11,1,11943.10123280662
0.15384615384615385,1.0,0.35359116022099446,6,0,2,14812.537185082967
0.4725274725274726,1.0,0.37569060773480667,6,18,1,11660.55671845084
0.40659340659340665,0.1286925601750547,0.06077348066298344,6,18,2,3837.818313117163
0.28571428571428575,1.0,0.32596685082872934,6,14,1,11817.826376076835
0.2527472527472528,1.0,0.4640883977900553,0,7,1,15764.532794572036
0.2637362637362638,0.5187363238512035,0.14917127071823205,1,18,2,7371.857983718115
0.3406593406593407,1.0,0.6022099447513812,0,10,1,16221.947033167731
0.16483516483516486,1.0,0.4696132596685083,5,18,2,13436.062878852013
0.40659340659340665,0.5168216630196937,0.18232044198895025,3,14,2,6839.121254044831
0.41758241758241765,1.0,0.4530386740331491,5,5,1,13171.790886060357
0.15384615384615385,1.0,0.37569060773480667,0,13,2,13675.111117777344
0.46153846153846156,1.0,0.5193370165745856,5,15,1,11695.586595623761
0.29670329670329676,1.0,0.8895027624309392,0,7,1,18610.18721220877
0.46153846153846156,0.9089168490153172,0.45856353591160215,5,0,1,9707.149678423633
0.43956043956043966,0.9333971553610503,0.3812154696132597,6,17,1,9955.128020837523
0.4285714285714286,0.6717724288840263,0.8895027624309392,0,6,1,7979.813804344564
0.15384615384615385,0.6771061269146608,0.2596685082872928,0,6,2,9930.05454645448
0.23076923076923078,1.0,0.30386740331491713,6,2,2,12115.994973551144
0.21978021978021983,0.986870897155361,0.8895027624309392,0,15,2,11715.898926598837
0.28571428571428575,0.8558533916849014,0.2928176795580111,3,17,2,10019.16932907348
0.46153846153846156,1.0,0.39779005524861877,6,6,1,11670.627136412044
0.16483516483516486,0.49876914660831506,0.1712707182320442,5,0,2,8070.300401775623
0.18681318681318687,1.0,0.4696132596685083,0,18,1,17037.33917772636
0.20879120879120883,0.5103938730853392,0.14917127071823205,1,6,2,7686.737108906887
